   1.0196564944690084e-01	  -9.9478792027892649e-01	  -9.7920601266574347e-01	  -2.0286839270634510e-01	  -3.0165640349444717e-01	   9.5341670544982338e-01	   4.1005246797486516e-01	   9.1206193512706257e-01	  -6.6371394701544428e-01	   7.4798649488956681e-01	  -9.5436755198090883e-01	  -2.9863451864439111e-01	  -1.1896759307435989e-01	  -9.9289813767480373e-01	   9.4911946181498541e-01	  -3.1491625427092912e-01	  -8.6549692940626211e-01	  -5.0091422937298535e-01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -7.4165210564795703e-01	   6.7078473013922413e-01	   1.0009569162409665e-01	  -9.9497781508850425e-01	   5.9317974472935731e-01	   8.0507005312756141e-01	  -7.8198602183699417e-01	  -6.2329596633666096e-01	   2.2300427669689599e-01	   9.7481746628530119e-01	   4.3321356746331058e-01	  -9.0129129861866064e-01	  -9.0053818514978845e-01	   4.3477692796090878e-01	   9.9805899625868000e-01	  -6.2275516755111289e-02	   1.6186416310667201e-01	  -9.8681304850603624e-01	  -8.8572476999999993e-03	  -1.1381402000000001e-02	   4.7474070000000000e-02	  -8.9778674000000000e-04	  -2.6243067000000000e-04	   4.7778484000000000e-05	   0.0000000000000000e+00	
   9.5856294749744120e-01	   2.8488080961170015e-01	   8.3768584862996442e-01	   5.4615237709369735e-01	   6.4738628478182703e-01	   7.6216205512763702e-01	   9.1795574606598651e-01	   3.9668280560724856e-01	   6.8528550347112371e-01	   7.2827452154550099e-01	   3.4016778514809465e-01	   9.4036475792505092e-01	  -6.0767557464656889e-02	   9.9815194432500087e-01	   7.6691104680079103e-01	   6.4175341549142917e-01	   9.9292568444165830e-01	  -1.1873746323744817e-01	  -2.1739963000000001e-02	  -2.3526609000000000e-02	   5.3940363999999998e-02	  -9.0796384000000003e-04	  -7.0123544999999997e-04	  -4.4676431999999999e-05	   0.0000000000000000e+00	
  -1.3616664909624715e-01	  -9.9068594603633064e-01	  -9.6291728734779902e-01	   2.6979677115702538e-01	   3.9840108984624301e-01	   9.1721130150545238e-01	  -4.2848431929111391e-01	   9.0354921732113225e-01	  -6.3280237624326152e-01	  -7.7431334265972829e-01	   9.7077611015190046e-01	  -2.3998696622597093e-01	  -1.9912230524176341e-01	   9.7997464638387766e-01	   9.5347878510032946e-01	   3.0146012400249500e-01	  -8.3678823720401463e-01	   5.4752666243480574e-01	  -6.1470175999999996e-03	  -4.8964901999999999e-03	   3.8988693999999997e-02	  -1.5917427000000000e-04	  -3.1151160999999999e-04	   4.6472957000000003e-05	   0.0000000000000000e+00	
  -4.2093476242833328e-01	   9.0709091373434159e-01	  -6.4562785155880531e-01	  -7.6365219654732963e-01	   9.6446917505437502e-01	  -2.6419540187129148e-01	  -2.5001411307989885e-01	  -9.6824219246058041e-01	  -8.7498588652174314e-01	   4.8414842598913743e-01	   6.8753175383222409e-01	   7.2615431381517392e-01	   5.3120060322448148e-01	  -8.4724607944442387e-01	   9.8352332636822770e-01	   1.8078126697635649e-01	  -7.7304406378219237e-01	  -6.3435232753660931e-01	  -2.0774062999999999e-02	   1.1739986000000001e-02	   8.0121496000000000e-02	  -4.7993686999999997e-04	  -5.6409907000000003e-04	  -1.0709558000000000e-04	   0.0000000000000000e+00	
   9.9739323151794990e-01	  -7.2157755800615161e-02	   9.8958651655563756e-01	  -1.4393931447411731e-01	   9.7662055571008710e-01	  -2.1497044021102227e-01	   7.7074326632953816e-01	   6.3714583684402637e-01	   1.8809036518465078e-01	   9.8215172683486374e-01	  -4.8080450147447140e-01	   8.7682782309977203e-01	  -9.2924402904940939e-01	   3.6946655393420980e-01	   8.1470913077948759e-01	   5.7986984076129688e-01	   7.2275910337074778e-01	  -6.9110004955484750e-01	  -7.9071785000000006e-03	   8.6056920999999995e-03	   1.3513282000000000e-02	  -7.1061306999999996e-04	  -3.4425037999999999e-04	   1.9076118000000000e-04	   0.0000000000000000e+00	
  -6.1210598254766413e-01	  -7.9077573693769765e-01	  -2.5065253225871742e-01	   9.6807711886620507e-01	   9.1895781162022838e-01	  -3.9435585511332388e-01	  -7.8198602183699406e-01	   6.2329596633666118e-01	   2.2300427669689551e-01	  -9.7481746628530130e-01	   4.3321356746331124e-01	   9.0129129861866031e-01	  -9.0053818514978889e-01	  -4.3477692796090789e-01	   9.7154564934524013e-01	   2.3685238280062926e-01	  -1.4229004875095192e-02	   9.9989876258562527e-01	  -9.8921397999999997e-03	   2.1010418999999999e-02	   2.4049694999999999e-02	  -4.2524736000000001e-05	  -9.5150603999999994e-05	   1.5973098000000000e-04	   0.0000000000000000e+00	
  -4.9999999999999634e-01	   8.6602540378444082e-01	  -5.0000000000000733e-01	  -8.6602540378443438e-01	   1.0000000000000000e+00	  -1.2679427235631224e-14	   4.1634179959763457e-01	  -9.0920817523150499e-01	  -6.5331901181560625e-01	  -7.5708273576953244e-01	  -9.6034982577895012e-01	   2.7879779792232978e-01	  -1.4634853760055952e-01	   9.8923308959121337e-01	   5.7922647728016297e-01	   8.1516666272463134e-01	  -9.9556827687779448e-01	  -9.4041512506867014e-02	  -2.9795028000000001e-02	   1.5670608999999999e-02	   6.7460512000000000e-02	  -9.1465787000000003e-04	  -5.2889071000000005e-04	   7.9913634000000006e-05	   0.0000000000000000e+00	
   7.9609306570564486e-01	   6.0517421519376380e-01	   2.6752833852922420e-01	   9.6354999251922202e-01	  -3.7013815533990946e-01	   9.2897671981679342e-01	   1.9748949881630265e-01	   9.8030500246468477e-01	  -9.2199579571457124e-01	   3.8719988724772986e-01	  -5.6165847402912028e-01	  -8.2736917911611862e-01	   7.0015249463069062e-01	  -7.1399333628712591e-01	  -4.3603528995974478e-01	   8.9992956719385619e-01	   7.5047533107442799e-01	  -6.6089846228352489e-01	  -1.0558257999999999e-02	   4.6852360000000003e-02	  -1.8541621000000001e-02	  -1.2950044000000001e-04	  -1.7716168999999999e-04	   1.4448883999999999e-04	   0.0000000000000000e+00	
   1.0009569162409312e-01	  -9.9497781508850458e-01	  -9.7996170503658886e-01	  -1.9918598510382582e-01	  -2.9627558088561895e-01	   9.5510249720691709e-01	  -9.4276114339042072e-01	  -3.3346877891818677e-01	   7.7759714697362692e-01	   6.2876281459583439e-01	  -5.2341560736554960e-01	  -8.5207752110130963e-01	   2.0931464596304872e-01	   9.7784834150565680e-01	  -4.2616036573223326e-01	   9.0464763454008390e-01	   2.3742770836426408e-01	   9.7140521066179897e-01	  -3.0153594999999998e-02	   2.6650892999999998e-02	   6.2831506999999995e-02	  -4.0686622999999998e-04	  -4.9073818000000004e-04	  -1.5837764000000001e-05	   0.0000000000000000e+00	
